-d test -n 1
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
1, 888886
2, 3181164
3, 3934428
4, 2996042
5, 1951804
6, 1475161
7, 1219949
8, 782858
9, 599082
10, 366980
11, 176489
12, 98177
13, 46580
14, 21313
15, 7828
16, 2606
17, 1627
18, 749
19, 248
20, 120
21, 517
22, 40
23, 32
24, 18
25, 8
26, 7
27, 5
28, 4
29, 4
30, 1
31, 2
32, 1
33, 41
34, 0
35, 0
36, 0
37, 1
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
